fiscal_year,SOAL,_FREQ_
1112,E01001273,721
1112,E01001274,654
1112,E01001275,595
1112,E01001276,1660
1112,E01001277,1234
1112,E01001278,1299
1112,E01001279,512
1112,E01001280,752
1112,E01001281,604
1112,E01001282,1014
1112,E01001283,989
1112,E01001284,705
1112,E01001285,799
1112,E01001286,836
1112,E01001287,790
1112,E01001288,610
1112,E01001289,573
1112,E01001290,727
1112,E01001291,859
1112,E01001292,761
1112,E01001293,817
1112,E01001294,1081
1112,E01001295,1020
1112,E01001296,774
1112,E01001297,1179
1112,E01001298,1250
1112,E01001299,604
1112,E01001300,502
1112,E01001301,726
1112,E01001302,634
1112,E01001303,535
1112,E01001304,616
1112,E01001305,544
1112,E01001306,551
1112,E01001307,817
1112,E01001308,837
1112,E01001309,735
1112,E01001310,685
1112,E01001311,1012
1112,E01001312,840
1112,E01001313,812
1112,E01001314,732
1112,E01001315,517
1112,E01001316,674
1112,E01001317,898
1112,E01001318,853
1112,E01001319,536
1112,E01001320,802
1112,E01001321,942
1112,E01001322,726
1112,E01001323,825
1112,E01001324,830
1112,E01001325,801
1112,E01001326,894
1112,E01001327,812
1112,E01001328,850
1112,E01001329,779
1112,E01001330,1025
1112,E01001331,861
1112,E01001332,865
1112,E01001333,1194
1112,E01001334,932
1112,E01001335,917
1112,E01001336,717
1112,E01001337,969
1112,E01001338,1263
1112,E01001339,907
1112,E01001340,1184
1112,E01001341,944
1112,E01001342,957
1112,E01001343,827
1112,E01001344,1272
1112,E01001345,1027
1112,E01001346,971
1112,E01001347,907
1112,E01001348,792
1112,E01001349,715
1112,E01001350,702
1112,E01001351,1298
1112,E01001352,690
1112,E01001353,791
1112,E01001354,894
1112,E01001355,883
1112,E01001356,1293
1112,E01001357,811
1112,E01001358,1022
1112,E01001359,1486
1112,E01001360,1191
1112,E01001361,1327
1112,E01001362,1478
1112,E01001363,1026
1112,E01001364,1163
1112,E01001365,1628
1112,E01001366,1123
1112,E01001367,1190
1112,E01001368,1084
1112,E01001369,1149
